iter	Logloss
0	0.6353671542
1	0.5893789032
2	0.5515489193
3	0.5243638581
4	0.5020577425
5	0.4839123087
6	0.4693379775
7	0.4582355247
8	0.4501489333
9	0.4423725741
10	0.4362900138
11	0.4315884476
12	0.4273929451
13	0.4238964582
14	0.420383816
15	0.4171120843
16	0.4141920455
17	0.4125609527
18	0.4111941572
19	0.408980475
20	0.4076016957
21	0.4065845355
22	0.4052589721
